comment,sentiment,Unnamed: 2,tokens
bhatti sahab ne jawab deya ke masajid to phele hi bohat hain magar namazi koi nahi jab se huzoor nabi kareem saw ne qadam e mubarak zameen par rakha hai sari zameen masjid bana di gai lehaza aap ko esa kaam bataon jo allah ki raza ka bais ho aur akhirat behtar ho jaye aap aik hospital bana den jis mein bekas besahara aur dekhi insanon ka muft ilaj kiya jaye,positive,,"['bhatti', 'sahab', 'ne', 'jawab', 'deya', 'ke', 'masajid', 'to', 'phele', 'hi', 'bohat', 'hain', 'magar', 'namazi', 'koi', 'nahi', 'jab', 'se', 'huzoor', 'nabi', 'kareem', 'saw', 'ne', 'qadam', 'e', 'mubarak', 'zameen', 'par', 'rakha', 'hai', 'sari', 'zameen', 'masjid', 'bana', 'di', 'gai', 'lehaza', 'aap', 'ko', 'esa', 'kaam', 'bataon', 'jo', 'allah', 'ki', 'raza', 'ka', 'bais', 'ho', 'aur', 'akhirat', 'behtar', 'ho', 'jaye', 'aap', 'aik', 'hospital', 'bana', 'den', 'jis', 'mein', 'bekas', 'besahara', 'aur', 'dekhi', 'insanon', 'ka', 'muft', 'ilaj', 'kiya', 'jaye']"
miyan sahib ne band road par lakhon ki property khared kar behtareen hospital tamer karwaya jo munshi hospital ke naam se apna aik taruf rakhta hai,positive,,"['miyan', 'sahib', 'ne', 'band', 'road', 'par', 'lakhon', 'ki', 'property', 'khared', 'kar', 'behtareen', 'hospital', 'tamer', 'karwaya', 'jo', 'munshi', 'hospital', 'ke', 'naam', 'se', 'apna', 'aik', 'taruf', 'rakhta', 'hai']"
duniya mein na inayat hussain bhattihain na munshi sahib hain magar is kaam ka ajar e azeem aaj bhi un ko mil raha hai,positive,,"['duniya', 'mein', 'na', 'inayat', 'hussain', 'bhattihain', 'na', 'munshi', 'sahib', 'hain', 'magar', 'is', 'kaam', 'ka', 'ajar', 'e', 'azeem', 'aaj', 'bhi', 'un', 'ko', 'mil', 'raha', 'hai']"
masajid aur imam bargahon mein namaziyon par goliyan bomb hamla waghairah qatal o gharat ki inteha kar di jati hai jis par inayat hussain bhatti ne barwaqat qayam e aman ke leye aik jamat banai jis ka naam almi aman conference rakha gaya,positive,,"['masajid', 'aur', 'imam', 'bargahon', 'mein', 'namaziyon', 'par', 'goliyan', 'bomb', 'hamla', 'waghairah', 'qatal', 'o', 'gharat', 'ki', 'inteha', 'kar', 'di', 'jati', 'hai', 'jis', 'par', 'inayat', 'hussain', 'bhatti', 'ne', 'barwaqat', 'qayam', 'e', 'aman', 'ke', 'leye', 'aik', 'jamat', 'banai', 'jis', 'ka', 'naam', 'almi', 'aman', 'conference', 'rakha', 'gaya']"
inayat hussain bhatti ne itehad benul muslimeen ke leye dora shuru kiya aur pore punjab mein ja kar tamam makatib e fikr ke ulma ko aman bhai chare par qaim masher ki tashkil par razi kiya,positive,,"['inayat', 'hussain', 'bhatti', 'ne', 'itehad', 'benul', 'muslimeen', 'ke', 'leye', 'dora', 'shuru', 'kiya', 'aur', 'pore', 'punjab', 'mein', 'ja', 'kar', 'tamam', 'makatib', 'e', 'fikr', 'ke', 'ulma', 'ko', 'aman', 'bhai', 'chare', 'par', 'qaim', 'masher', 'ki', 'tashkil', 'par', 'razi', 'kiya']"
inayat hussain bhatti 31 may 1999 ko dagh e mafarqat de gaye magar un ki jari kardeah terik ke rakun inayat hussain bhatti ki khidmat ke eteraf mein har saal 31 may ko aik bohat bara ijtema karte hain,positive,,"['inayat', 'hussain', 'bhatti', '31', 'may', '1999', 'ko', 'dagh', 'e', 'mafarqat', 'de', 'gaye', 'magar', 'un', 'ki', 'jari', 'kardeah', 'terik', 'ke', 'rakun', 'inayat', 'hussain', 'bhatti', 'ki', 'khidmat', 'ke', 'eteraf', 'mein', 'har', 'saal', '31', 'may', 'ko', 'aik', 'bohat', 'bara', 'ijtema', 'karte', 'hain']"
inho ne 5 baras ki umer se he apne waldain ke sath stage par apne fun ka muzahira shuru kar diya tha,positive,,"['inho', 'ne', '5', 'baras', 'ki', 'umer', 'se', 'he', 'apne', 'waldain', 'ke', 'sath', 'stage', 'par', 'apne', 'fun', 'ka', 'muzahira', 'shuru', 'kar', 'diya', 'tha']"
martin aur lewis ki jorhi 1940 mein stage par maqbool hone lagi,positive,,"['martin', 'aur', 'lewis', 'ki', 'jorhi', '1940', 'mein', 'stage', 'par', 'maqbool', 'hone', 'lagi']"
is jorhi ki maqboliyat ka andaza is baat se bhi lagaya ja sakta hai ke aik comic book adventures of den martin and jerry lewis shaey ki gai,positive,,"['is', 'jorhi', 'ki', 'maqboliyat', 'ka', 'andaza', 'is', 'baat', 'se', 'bhi', 'lagaya', 'ja', 'sakta', 'hai', 'ke', 'aik', 'comic', 'book', 'adventures', 'of', 'den', 'martin', 'and', 'jerry', 'lewis', 'shaey', 'ki', 'gai']"
ab jerry lewis ne nbc ka rukh kiya aur 1 ghante ke variety show ka aaghaz kiya jise khatir khuwa kamiyabi hasil hui aur yeh show 2 baras tak telecast hota raha,positive,,"['ab', 'jerry', 'lewis', 'ne', 'nbc', 'ka', 'rukh', 'kiya', 'aur', '1', 'ghante', 'ke', 'variety', 'show', 'ka', 'aaghaz', 'kiya', 'jise', 'khatir', 'khuwa', 'kamiyabi', 'hasil', 'hui', 'aur', 'yeh', 'show', '2', 'baras', 'tak', 'telecast', 'hota', 'raha']"
ab jerry lewis ne columbia pictures ke banner taley producing shuru ki aur kae maqbool comedy films banai,positive,,"['ab', 'jerry', 'lewis', 'ne', 'columbia', 'pictures', 'ke', 'banner', 'taley', 'producing', 'shuru', 'ki', 'aur', 'kae', 'maqbool', 'comedy', 'films', 'banai']"
usi dauran inho ne university of southern california mein film direction ka mazmoon parhana shuru kar diya,positive,,"['usi', 'dauran', 'inho', 'ne', 'university', 'of', 'southern', 'california', 'mein', 'film', 'direction', 'ka', 'mazmoon', 'parhana', 'shuru', 'kar', 'diya']"
tahum doctors ki mehnat aur jerry lewis ki himmat ne khuda ki mansha ke sath mil kar aisa hone na diya,positive,,"['tahum', 'doctors', 'ki', 'mehnat', 'aur', 'jerry', 'lewis', 'ki', 'himmat', 'ne', 'khuda', 'ki', 'mansha', 'ke', 'sath', 'mil', 'kar', 'aisa', 'hone', 'na', 'diya']"
hollywood ke baaz deegar superstars ki tarah jerry lewis bhi rafahi kamon mein barh charh kar hissa lete hain,positive,,"['hollywood', 'ke', 'baaz', 'deegar', 'superstars', 'ki', 'tarah', 'jerry', 'lewis', 'bhi', 'rafahi', 'kamon', 'mein', 'barh', 'charh', 'kar', 'hissa', 'lete', 'hain']"
is hawale se in ka kehna tha ke in ke nazdeek sab se barha aezaaz koi award nahi bal ke maddahon ki taraf se milne wali pazeerai hai,positive,,"['is', 'hawale', 'se', 'in', 'ka', 'kehna', 'tha', 'ke', 'in', 'ke', 'nazdeek', 'sab', 'se', 'barha', 'aezaaz', 'koi', 'award', 'nahi', 'bal', 'ke', 'maddahon', 'ki', 'taraf', 'se', 'milne', 'wali', 'pazeerai', 'hai']"
kaha jata hai ke logon ko hansana duniya ke chand mushkil tareen kamon mein se aik hai tahum hollywood ke yeh legendary comedian actor 64 baras se bhi zaiyd arsey se logon ke faces par muskurahat bikherne ka fariza bahusun o khobi anjaam de rahe hain,positive,,"['kaha', 'jata', 'hai', 'ke', 'logon', 'ko', 'hansana', 'duniya', 'ke', 'chand', 'mushkil', 'tareen', 'kamon', 'mein', 'se', 'aik', 'hai', 'tahum', 'hollywood', 'ke', 'yeh', 'legendary', 'comedian', 'actor', '64', 'baras', 'se', 'bhi', 'zaiyd', 'arsey', 'se', 'logon', 'ke', 'faces', 'par', 'muskurahat', 'bikherne', 'ka', 'fariza', 'bahusun', 'o', 'khobi', 'anjaam', 'de', 'rahe', 'hain']"
un hi ki rafaqat ki wajah se 13 saal ki umar mein nisar bazmi nohat se ragon par abor hasil kar chuke the,positive,,"['un', 'hi', 'ki', 'rafaqat', 'ki', 'wajah', 'se', '13', 'saal', 'ki', 'umar', 'mein', 'nisar', 'bazmi', 'nohat', 'se', 'ragon', 'par', 'abor', 'hasil', 'kar', 'chuke', 'the']"
is kheel ke sare geet super hit howae aur is ke sath hi kamyabi ne un ke qadam chomme,positive,,"['is', 'kheel', 'ke', 'sare', 'geet', 'super', 'hit', 'howae', 'aur', 'is', 'ke', 'sath', 'hi', 'kamyabi', 'ne', 'un', 'ke', 'qadam', 'chomme']"
ye saal un ki zindagi ka sunheri saal sabit howa,positive,,"['ye', 'saal', 'un', 'ki', 'zindagi', 'ka', 'sunheri', 'saal', 'sabit', 'howa']"
rafi ki awaz mein fil “khoj” ka gana “chand ka dil tot gaya rone lage sitare” 1940 ke ashre ke akhiri barson mein all india radio se khub khub chala,positive,,"['rafi', 'ki', 'awaz', 'mein', 'fil', '“', 'khoj', '”', 'ka', 'gana', '“', 'chand', 'ka', 'dil', 'tot', 'gaya', 'rone', 'lage', 'sitare', '”', '1940', 'ke', 'ashre', 'ke', 'akhiri', 'barson', 'mein', 'all', 'india', 'radio', 'se', 'khub', 'khub', 'chala']"
is hesiyat mein unhon ne pheli bar anand bakhshi ko bator nagma nigar film “bhola admi” mein mutarif karwaya aur kaliyan ji anand ji jori ko sazindon ki jagah se utha kar mosiqaron ki saf mein shamil karane mein aham kirdar ada kiya,positive,,"['is', 'hesiyat', 'mein', 'unhon', 'ne', 'pheli', 'bar', 'anand', 'bakhshi', 'ko', 'bator', 'nagma', 'nigar', 'film', '“', 'bhola', 'admi', '”', 'mein', 'mutarif', 'karwaya', 'aur', 'kaliyan', 'ji', 'anand', 'ji', 'jori', 'ko', 'sazindon', 'ki', 'jagah', 'se', 'utha', 'kar', 'mosiqaron', 'ki', 'saf', 'mein', 'shamil', 'karane', 'mein', 'aham', 'kirdar', 'ada', 'kiya']"
mumbai mein wo aik naamwar mosikar shumar hote the aur lakshmi kant piyare lal jese musician un ki muawnat mein kaam kar chuke the,positive,,"['mumbai', 'mein', 'wo', 'aik', 'naamwar', 'mosikar', 'shumar', 'hote', 'the', 'aur', 'lakshmi', 'kant', 'piyare', 'lal', 'jese', 'musician', 'un', 'ki', 'muawnat', 'mein', 'kaam', 'kar', 'chuke', 'the']"
2 baras ki shaded jido jehad ke bad unhen afzal ahmed karem fazli ne apni film “esa bhi hota hai” ke leye muntakhib kiya,positive,,"['2', 'baras', 'ki', 'shaded', 'jido', 'jehad', 'ke', 'bad', 'unhen', 'afzal', 'ahmed', 'karem', 'fazli', 'ne', 'apni', 'film', '“', 'esa', 'bhi', 'hota', 'hai', '”', 'ke', 'leye', 'muntakhib', 'kiya']"
film to 1965 mein release hoi lekin noor jahan ka gana “ho tamana aur kia jan e tamana aap hain” waba ki tarah pore mulk mein phel gaya,positive,,"['film', 'to', '1965', 'mein', 'release', 'hoi', 'lekin', 'noor', 'jahan', 'ka', 'gana', '“', 'ho', 'tamana', 'aur', 'kia', 'jan', 'e', 'tamana', 'aap', 'hain', '”', 'waba', 'ki', 'tarah', 'pore', 'mulk', 'mein', 'phel', 'gaya']"
“chalo acha howa tum bhol gaye” is gane ne aag laga di aur isi baras mehdi hassan ki awaz mein nfilm “aag” ka gana “yun zindagi ki rah mein takra gaya koi” release howa,positive,,"['“', 'chalo', 'acha', 'howa', 'tum', 'bhol', 'gaye', '”', 'is', 'gane', 'ne', 'aag', 'laga', 'di', 'aur', 'isi', 'baras', 'mehdi', 'hassan', 'ki', 'awaz', 'mein', 'nfilm', '“', 'aag', '”', 'ka', 'gana', '“', 'yun', 'zindagi', 'ki', 'rah', 'mein', 'takra', 'gaya', 'koi', '”', 'release', 'howa']"
pakistan aane ke bad chand hi baras ke arse mein unhon ne bator mosikar aik muziz muqam hasil kar leya,positive,,"['pakistan', 'aane', 'ke', 'bad', 'chand', 'hi', 'baras', 'ke', 'arse', 'mein', 'unhon', 'ne', 'bator', 'mosikar', 'aik', 'muziz', 'muqam', 'hasil', 'kar', 'leya']"
kyun ke ghazal ki gaiki ke leye darker neem classical dhunon se le kar fok aur pop music ki dharakti pharakti composition tak unhein har tarah ki bandishon mein kamal hasil tha,positive,,"['kyun', 'ke', 'ghazal', 'ki', 'gaiki', 'ke', 'leye', 'darker', 'neem', 'classical', 'dhunon', 'se', 'le', 'kar', 'fok', 'aur', 'pop', 'music', 'ki', 'dharakti', 'pharakti', 'composition', 'tak', 'unhein', 'har', 'tarah', 'ki', 'bandishon', 'mein', 'kamal', 'hasil', 'tha']"
mehdi hasan aur noor jahan jese manjhe howe golokaron ke sath sath rona laila aur ikhlaq ahmed jesi nikhez awazon ko bhi nikharne sawarne ka muqa diya,positive,,"['mehdi', 'hasan', 'aur', 'noor', 'jahan', 'jese', 'manjhe', 'howe', 'golokaron', 'ke', 'sath', 'sath', 'rona', 'laila', 'aur', 'ikhlaq', 'ahmed', 'jesi', 'nikhez', 'awazon', 'ko', 'bhi', 'nikharne', 'sawarne', 'ka', 'muqa', 'diya']"
madam ne missal dete howe kaha ke nisar bazmi sahib ki rehearsal par mein hameshah waqat se phele pohanchti hun aur suron ke utar charhao ki mashq karti hun kyun ke wo aik azeem mosikar hain aur fan ki barikiyon se na sirf khud aagah hain balke dosron ko samjhane ki salahiyat bhi rahte hain,positive,,"['madam', 'ne', 'missal', 'dete', 'howe', 'kaha', 'ke', 'nisar', 'bazmi', 'sahib', 'ki', 'rehearsal', 'par', 'mein', 'hameshah', 'waqat', 'se', 'phele', 'pohanchti', 'hun', 'aur', 'suron', 'ke', 'utar', 'charhao', 'ki', 'mashq', 'karti', 'hun', 'kyun', 'ke', 'wo', 'aik', 'azeem', 'mosikar', 'hain', 'aur', 'fan', 'ki', 'barikiyon', 'se', 'na', 'sirf', 'khud', 'aagah', 'hain', 'balke', 'dosron', 'ko', 'samjhane', 'ki', 'salahiyat', 'bhi', 'rahte', 'hain']"
baqol nisar bazmi ye meri janib se aik bare mosikar ko khiraj e tehseen tha,positive,,"['baqol', 'nisar', 'bazmi', 'ye', 'meri', 'janib', 'se', 'aik', 'bare', 'mosikar', 'ko', 'khiraj', 'e', 'tehseen', 'tha']"
is se phele bazmi sahib ne 9th class ki aik 13 saala bangali talba rona laila ko daryaft kiya aur film “aasra” mein ye gana gavawa “nena taras gaye piya aaye na sari raat” jab bazmi sahib “nag mani” ka gana “sajna re” compose kar rahe the to un ke zehan mein rona laila ki awaz thi,positive,,"['is', 'se', 'phele', 'bazmi', 'sahib', 'ne', '9th', 'class', 'ki', 'aik', '13', 'saala', 'bangali', 'talba', 'rona', 'laila', 'ko', 'daryaft', 'kiya', 'aur', 'film', '“', 'aasra', '”', 'mein', 'ye', 'gana', 'gavawa', '“', 'nena', 'taras', 'gaye', 'piya', 'aaye', 'na', 'sari', 'raat', '”', 'jab', 'bazmi', 'sahib', '“', 'nag', 'mani', '”', 'ka', 'gana', '“', 'sajna', 're', '”', 'compose', 'kar', 'rahe', 'the', 'to', 'un', 'ke', 'zehan', 'mein', 'rona', 'laila', 'ki', 'awaz', 'thi']"
bazmi sahib phir bhi mutmain na howae lekin jab ye gana super hit howa tab un ka mode durust howa,positive,,"['bazmi', 'sahib', 'phir', 'bhi', 'mutmain', 'na', 'howae', 'lekin', 'jab', 'ye', 'gana', 'super', 'hit', 'howa', 'tab', 'un', 'ka', 'mode', 'durust', 'howa']"
ye film kuch itni kamyab hoi ye is ne salman khan ko raaton raat super star bana deya isi film ke leye salman khan ko behtareen “naye adakar” ka film fare award diya gaya jab ke isi ke sath un ko behtareen markazi kirdar ke leye bhi naamzad kiya gaya tha,positive,,"['ye', 'film', 'kuch', 'itni', 'kamyab', 'hoi', 'ye', 'is', 'ne', 'salman', 'khan', 'ko', 'raaton', 'raat', 'super', 'star', 'bana', 'deya', 'isi', 'film', 'ke', 'leye', 'salman', 'khan', 'ko', 'behtareen', '“', 'naye', 'adakar', '”', 'ka', 'film', 'fare', 'award', 'diya', 'gaya', 'jab', 'ke', 'isi', 'ke', 'sath', 'un', 'ko', 'behtareen', 'markazi', 'kirdar', 'ke', 'leye', 'bhi', 'naamzad', 'kiya', 'gaya', 'tha']"
is film ki yadgar kamyabi ka andazah is baat se bhi lagaya ja sakta hai ke ese english aur hispanwi zabanon mein dab kar ke mukhtalif mumalik mein numaish ke leye pesh kiya gaya aur is ne har jagah record kamyabi hasil ki,positive,,"['is', 'film', 'ki', 'yadgar', 'kamyabi', 'ka', 'andazah', 'is', 'baat', 'se', 'bhi', 'lagaya', 'ja', 'sakta', 'hai', 'ke', 'ese', 'english', 'aur', 'hispanwi', 'zabanon', 'mein', 'dab', 'kar', 'ke', 'mukhtalif', 'mumalik', 'mein', 'numaish', 'ke', 'leye', 'pesh', 'kiya', 'gaya', 'aur', 'is', 'ne', 'har', 'jagah', 'record', 'kamyabi', 'hasil', 'ki']"
1990 mein salman khan ki film “baghi” release hoi aur ye bhi box office par hit haan gai,positive,,"['1990', 'mein', 'salman', 'khan', 'ki', 'film', '“', 'baghi', '”', 'release', 'hoi', 'aur', 'ye', 'bhi', 'box', 'office', 'par', 'hit', 'haan', 'gai']"
ye film box office par super hit rahi is ke sath naqadeen ne bhi bohat pasand kiya,positive,,"['ye', 'film', 'box', 'office', 'par', 'super', 'hit', 'rahi', 'is', 'ke', 'sath', 'naqadeen', 'ne', 'bhi', 'bohat', 'pasand', 'kiya']"
yun salman khan aik mustanid super star ban gaye lekin aane wale do baras salman ke career ke leye ache sabit na howae,positive,,"['yun', 'salman', 'khan', 'aik', 'mustanid', 'super', 'star', 'ban', 'gaye', 'lekin', 'aane', 'wale', 'do', 'baras', 'salman', 'ke', 'career', 'ke', 'leye', 'ache', 'sabit', 'na', 'howae']"
1994 ke awail mein “andaz apna apna” ne aik bar phir salman khan ko kamyabi ki shahrah par gamzan kar diya,positive,,"['1994', 'ke', 'awail', 'mein', '“', 'andaz', 'apna', 'apna', '”', 'ne', 'aik', 'bar', 'phir', 'salman', 'khan', 'ko', 'kamyabi', 'ki', 'shahrah', 'par', 'gamzan', 'kar', 'diya']"
1994 mein hi release hone wali film “hum aapke hain koun” block buster sabit hoi is film ke hisse mein kai awards bhi aaye,positive,,"['1994', 'mein', 'hi', 'release', 'hone', 'wali', 'film', '“', 'hum', 'aapke', 'hain', 'koun', '”', 'block', 'buster', 'sabit', 'hoi', 'is', 'film', 'ke', 'hisse', 'mein', 'kai', 'awards', 'bhi', 'aaye']"
alami satah par is film ne 135 arab bharti rupe taqreban 21 million american dollar ka business kiya,positive,,"['alami', 'satah', 'par', 'is', 'film', 'ne', '135', 'arab', 'bharti', 'rupe', 'taqreban', '21', 'million', 'american', 'dollar', 'ka', 'business', 'kiya']"
ye film us waqat tak ki sab se ziyadah business karne wali film qarar pai aur 7 baras tak cinema gharon ki zenat bani rahi,positive,,"['ye', 'film', 'us', 'waqat', 'tak', 'ki', 'sab', 'se', 'ziyadah', 'business', 'karne', 'wali', 'film', 'qarar', 'pai', 'aur', '7', 'baras', 'tak', 'cinema', 'gharon', 'ki', 'zenat', 'bani', 'rahi']"
1995 mein salman aur shahrukh khan ki filn “karan arjun” release hoi jise osat satah ki pazirai mili,positive,,"['1995', 'mein', 'salman', 'aur', 'shahrukh', 'khan', 'ki', 'filn', '“', 'karan', 'arjun', '”', 'release', 'hoi', 'jise', 'osat', 'satah', 'ki', 'pazirai', 'mili']"
tahum salman ke career par is ke bais kisi kism ke manfi asrat nahi pare,positive,,"['tahum', 'salman', 'ke', 'career', 'par', 'is', 'ke', 'bais', 'kisi', 'kism', 'ke', 'manfi', 'asrat', 'nahi', 'pare']"
agar cha ye filmein box office par ziyadah acha tassur na chor sakein lekin salman ka shumar batadrij saf e awal ke adakaron mein hone laga,positive,,"['agar', 'cha', 'ye', 'filmein', 'box', 'office', 'par', 'ziyadah', 'acha', 'tassur', 'na', 'chor', 'sakein', 'lekin', 'salman', 'ka', 'shumar', 'batadrij', 'saf', 'e', 'awal', 'ke', 'adakaron', 'mein', 'hone', 'laga']"
1998 mein karan johar ki film “kuch kuch hota hai” saal ki behtareen film qarar pai is film mein salman khan ne bator mehman adakar ke tor par kaam kiya lekin unhon ne ye mukhtasir kirdar is khubi se ada kiya ke behtareen mawin adakar ke film fare award ke haqdar qarar paye,positive,,"['1998', 'mein', 'karan', 'johar', 'ki', 'film', '“', 'kuch', 'kuch', 'hota', 'hai', '”', 'saal', 'ki', 'behtareen', 'film', 'qarar', 'pai', 'is', 'film', 'mein', 'salman', 'khan', 'ne', 'bator', 'mehman', 'adakar', 'ke', 'tor', 'par', 'kaam', 'kiya', 'lekin', 'unhon', 'ne', 'ye', 'mukhtasir', 'kirdar', 'is', 'khubi', 'se', 'ada', 'kiya', 'ke', 'behtareen', 'mawin', 'adakar', 'ke', 'film', 'fare', 'award', 'ke', 'haqdar', 'qarar', 'paye']"
2009 tak salman ne kai filmon mein kaam kiya jin miens kuch kamyab hoein aur kuch ne nakami ka mun dekha lekin aik tamil film ke remake “wanted” ne shayad salman ke career ke zaren dor ka aghaz kar diya,positive,,"['2009', 'tak', 'salman', 'ne', 'kai', 'filmon', 'mein', 'kaam', 'kiya', 'jin', 'miens', 'kuch', 'kamyab', 'hoein', 'aur', 'kuch', 'ne', 'nakami', 'ka', 'mun', 'dekha', 'lekin', 'aik', 'tamil', 'film', 'ke', 'remake', '“', 'wanted', '”', 'ne', 'shayad', 'salman', 'ke', 'career', 'ke', 'zaren', 'dor', 'ka', 'aghaz', 'kar', 'diya']"
2013 tak in ki 5 filmon “dabang” “body guard” “ready” “aik tha tiger” aur “dabang 2”ne yak ke bad degare 100 karor rupe ka business karne wali filmon ke club mein apni jagah banai aur jab 200 karor rupe business karne wali filmon ka club qaim howa to is mein un ki for filmein bhi shamil ho gaein aur wo salman khan ke sath sath dabang khan ke naam se bhi mashhor ho gaye,positive,,"['2013', 'tak', 'in', 'ki', '5', 'filmon', '“', 'dabang', '”', '“', 'body', 'guard', '”', '“', 'ready', '”', '“', 'aik', 'tha', 'tiger', '”', 'aur', '“', 'dabang', '2', '”', 'ne', 'yak', 'ke', 'bad', 'degare', '100', 'karor', 'rupe', 'ka', 'business', 'karne', 'wali', 'filmon', 'ke', 'club', 'mein', 'apni', 'jagah', 'banai', 'aur', 'jab', '200', 'karor', 'rupe', 'business', 'karne', 'wali', 'filmon', 'ka', 'club', 'qaim', 'howa', 'to', 'is', 'mein', 'un', 'ki', 'for', 'filmein', 'bhi', 'shamil', 'ho', 'gaein', 'aur', 'wo', 'salman', 'khan', 'ke', 'sath', 'sath', 'dabang', 'khan', 'ke', 'naam', 'se', 'bhi', 'mashhor', 'ho', 'gaye']"
salman khan ka filmi career nihayat shandar tasawor kiya jata hai,positive,,"['salman', 'khan', 'ka', 'filmi', 'career', 'nihayat', 'shandar', 'tasawor', 'kiya', 'jata', 'hai']"
tahum 11 baras bad bhi ab tak un par ilzam sabit nahi ho saka,positive,,"['tahum', '11', 'baras', 'bad', 'bhi', 'ab', 'tak', 'un', 'par', 'ilzam', 'sabit', 'nahi', 'ho', 'saka']"
filmi duniya mein aane ke bad wo kai falahi kaamon mein sharik rahe,positive,,"['filmi', 'duniya', 'mein', 'aane', 'ke', 'bad', 'wo', 'kai', 'falahi', 'kaamon', 'mein', 'sharik', 'rahe']"
isi doran unhon ne aik rafahi tanzeem being human ki bunyad rakhi jo online aur mukhtalif stores par t shirts farokht karti hai aur is ki amdani se mashi mehromiyon ka shikar afrad ki madad ki jati hai,positive,,"['isi', 'doran', 'unhon', 'ne', 'aik', 'rafahi', 'tanzeem', 'being', 'human', 'ki', 'bunyad', 'rakhi', 'jo', 'online', 'aur', 'mukhtalif', 'stores', 'par', 't', 'shirts', 'farokht', 'karti', 'hai', 'aur', 'is', 'ki', 'amdani', 'se', 'mashi', 'mehromiyon', 'ka', 'shikar', 'afrad', 'ki', 'madad', 'ki', 'jati', 'hai']"
2011 mein in ngo ko aik trust ki shakal de di gai jo ghareb bachon ko taleem aur sehat ki saholatein farham karti hai,positive,,"['2011', 'mein', 'in', 'ngo', 'ko', 'aik', 'trust', 'ki', 'shakal', 'de', 'di', 'gai', 'jo', 'ghareb', 'bachon', 'ko', 'taleem', 'aur', 'sehat', 'ki', 'saholatein', 'farham', 'karti', 'hai']"
is idare ke tehat banne wali filmon ki aamdani bhi falahi sargarmiyon mein istemal ki jati hai,positive,,"['is', 'idare', 'ke', 'tehat', 'banne', 'wali', 'filmon', 'ki', 'aamdani', 'bhi', 'falahi', 'sargarmiyon', 'mein', 'istemal', 'ki', 'jati', 'hai']"
january 2012 mein salman khan ne 40 lakh rupe ada kar ke un qediyon ko rehai dilwai jo mehaz jurmana ada na kar pane ki wajah se uthar pardesh ki jailon mein qed the,positive,,"['january', '2012', 'mein', 'salman', 'khan', 'ne', '40', 'lakh', 'rupe', 'ada', 'kar', 'ke', 'un', 'qediyon', 'ko', 'rehai', 'dilwai', 'jo', 'mehaz', 'jurmana', 'ada', 'na', 'kar', 'pane', 'ki', 'wajah', 'se', 'uthar', 'pardesh', 'ki', 'jailon', 'mein', 'qed', 'the']"
