comment,sentiment,tokens
اس بچارے میں ٹیلنٹ تو بہت ہے لیکن اس کا ایک مسئلہ ہے کہ اس کی جب باری آتی ہے تو پاکستان کو جیتنے کے لیے ایک اوور ایوریج دس سکور چاہیے ہوتے ہیں یا پندرہ کی ایوریج ہوتی ہے یا تو کر جاتا یا آؤٹ ہو جاتا ہے,positive,"['اس', 'بچارے', 'میں', 'ٹیلنٹ', 'تو', 'بہت', 'ہے', 'لیکن', 'اس', 'کا', 'ایک', 'مسئلہ', 'ہے', 'کہ', 'اس', 'کی', 'جب', 'باری', 'آتی', 'ہے', 'تو', 'پاکستان', 'کو', 'جیتنے', 'کے', 'لیے', 'ایک', 'اوور', 'ایوریج', 'دس', 'سکور', 'چاہیے', 'ہوتے', 'ہیں', 'یا', 'پندرہ', 'کی', 'ایوریج', 'ہوتی', 'ہے', 'یا', 'تو', 'کر', 'جاتا', 'یا', 'آؤٹ', 'ہو', 'جاتا', 'ہے']"
جس ٹیم کا کپتان سرفراز ہو وہ ٹیم جیت جاتی ہے,positive,"['جس', 'ٹیم', 'کا', 'کپتان', 'سرفراز', 'ہو', 'وہ', 'ٹیم', 'جیت', 'جاتی', 'ہے']"
باسط علی صحیح کیھ رھے ھیں سرفراز,positive,"['باسط', 'علی', 'صحیح', 'کیھ', 'رھے', 'ھیں', 'سرفراز']"
کوچ مینیجمنٹ میں اچھے پاکستانی کوچ لگائیں ثقلین اور مشتاق بھائی جیسے جاویدمیانداد جیسے آپ جیسے کرکٹ جاننے والے,positive,"['کوچ', 'مینیجمنٹ', 'میں', 'اچھے', 'پاکستانی', 'کوچ', 'لگائیں', 'ثقلین', 'اور', 'مشتاق', 'بھائی', 'جیسے', 'جاویدمیانداد', 'جیسے', 'آپ', 'جیسے', 'کرکٹ', 'جاننے', 'والے']"
ہر جگہ پشاور چھایا ہوا ہے,positive,"['ہر', 'جگہ', 'پشاور', 'چھایا', 'ہوا', 'ہے']"
ماشااللہ شاہ نواز دھانی,positive,"['ماشااللہ', 'شاہ', 'نواز', 'دھانی']"
شاہ نواز دھانی بلوچ دی گریٹ,positive,"['شاہ', 'نواز', 'دھانی', 'بلوچ', 'دی', 'گریٹ']"
شاہنواز دانی کو ٹیم میں بھی کھلائیں شکریہ پاکستان کرکٹ بورڈ,positive,"['شاہنواز', 'دانی', 'کو', 'ٹیم', 'میں', 'بھی', 'کھلائیں', 'شکریہ', 'پاکستان', 'کرکٹ', 'بورڈ']"
ہماری دعائیں تو دانی کے ساتھ ہیں,positive,"['ہماری', 'دعائیں', 'تو', 'دانی', 'کے', 'ساتھ', 'ہیں']"
ماشااللہ زبردست دانی اس کو پاکستان کی کرکٹ ٹیم میں رکھو,positive,"['ماشااللہ', 'زبردست', 'دانی', 'اس', 'کو', 'پاکستان', 'کی', 'کرکٹ', 'ٹیم', 'میں', 'رکھو']"
شھزادہ ھے,positive,"['شھزادہ', 'ھے']"
لالا ارضوان فائیٹر کپتان ھے اور آپ اسکو پسند بھی کرتے,positive,"['لالا', 'ارضوان', 'فائیٹر', 'کپتان', 'ھے', 'اور', 'آپ', 'اسکو', 'پسند', 'بھی', 'کرتے']"
اچھی خاصی کلاس لگ رہی ہے,positive,"['اچھی', 'خاصی', 'کلاس', 'لگ', 'رہی', 'ہے']"
یہ پاکستان کے لئے فخر کی بات ہے کہ عمران طاہر جیسا لیجنڈ کرکٹر ساوتھ افریقہ میں کھیلا اور ھم مسلمانوں اور پاکستانیوں کا نام روشن کیا,positive,"['یہ', 'پاکستان', 'کے', 'لئے', 'فخر', 'کی', 'بات', 'ہے', 'کہ', 'عمران', 'طاہر', 'جیسا', 'لیجنڈ', 'کرکٹر', 'ساوتھ', 'افریقہ', 'میں', 'کھیلا', 'اور', 'ھم', 'مسلمانوں', 'اور', 'پاکستانیوں', 'کا', 'نام', 'روشن', 'کیا']"
بہترین فیصلہ کیا تھا اس وقت کہہ وہاں کی طرف سے کھیلنا شروع کردیا,positive,"['بہترین', 'فیصلہ', 'کیا', 'تھا', 'اس', 'وقت', 'کہہ', 'وہاں', 'کی', 'طرف', 'سے', 'کھیلنا', 'شروع', 'کردیا']"
ایک اچھے کھلاڑی کو مضبوط اعصاب کی بھی ضرورت ہوتی ہے جیسا کہ جاوید بھائی,positive,"['ایک', 'اچھے', 'کھلاڑی', 'کو', 'مضبوط', 'اعصاب', 'کی', 'بھی', 'ضرورت', 'ہوتی', 'ہے', 'جیسا', 'کہ', 'جاوید', 'بھائی']"
ھھھھ ٹیھک ھے بادشاد اکبر صاحب زندہ باد عمران طاہر بھاٸٸ پاکستانی زندہ باد,positive,"['ھھھھ', 'ٹیھک', 'ھے', 'بادشاد', 'اکبر', 'صاحب', 'زندہ', 'باد', 'عمران', 'طاہر', 'بھاٸٸ', 'پاکستانی', 'زندہ', 'باد']"
یار یہ تو بندا بڑا سوفٹ اور لیجینڈ ہے,positive,"['یار', 'یہ', 'تو', 'بندا', 'بڑا', 'سوفٹ', 'اور', 'لیجینڈ', 'ہے']"
کیا شاندار باولر تھا عبدالقادر اس ست کہیں ذیادہ کرکٹ کھیل کر ریکارڈز بما سکتا تھا,positive,"['کیا', 'شاندار', 'باولر', 'تھا', 'عبدالقادر', 'اس', 'ست', 'کہیں', 'ذیادہ', 'کرکٹ', 'کھیل', 'کر', 'ریکارڈز', 'بما', 'سکتا', 'تھا']"
اب اس کا بیٹا عثمان قادر بھی بہت عمدہ سپین باولر ہے,positive,"['اب', 'اس', 'کا', 'بیٹا', 'عثمان', 'قادر', 'بھی', 'بہت', 'عمدہ', 'سپین', 'باولر', 'ہے']"
عمر اکمل اور کامران اکمل دونوں بھائی آچھے بلے باز ہیں,positive,"['عمر', 'اکمل', 'اور', 'کامران', 'اکمل', 'دونوں', 'بھائی', 'آچھے', 'بلے', 'باز', 'ہیں']"
انشاءاللہ عثمان بھائی آپ ایک دن پاکستان کے بہترین بولر بنیں گے,positive,"['انشاءاللہ', 'عثمان', 'بھائی', 'آپ', 'ایک', 'دن', 'پاکستان', 'کے', 'بہترین', 'بولر', 'بنیں', 'گے']"
بھائی آپ کھلاڑیوں کو بہت دو نمبر کر پیش کر رہے ہو اتنے ٹیلنٹڈ ہیں,positive,"['بھائی', 'آپ', 'کھلاڑیوں', 'کو', 'بہت', 'دو', 'نمبر', 'کر', 'پیش', 'کر', 'رہے', 'ہو', 'اتنے', 'ٹیلنٹڈ', 'ہیں']"
کیا بات ہے اعظم خان,positive,"['کیا', 'بات', 'ہے', 'اعظم', 'خان']"
ویلڈن پاکستانی پلیئرز متحد رہو ویل عامر اور عماد ہمیں تم پر فخر ہے,positive,"['ویلڈن', 'پاکستانی', 'پلیئرز', 'متحد', 'رہو', 'ویل', 'عامر', 'اور', 'عماد', 'ہمیں', 'تم', 'پر', 'فخر', 'ہے']"
آرمی والے کرکٹر کو اچھی ٹرینگ دے رہے,positive,"['آرمی', 'والے', 'کرکٹر', 'کو', 'اچھی', 'ٹرینگ', 'دے', 'رہے']"
قابل تحسین تابش بھائی,positive,"['قابل', 'تحسین', 'تابش', 'بھائی']"
ہمارا اصل ہیرو سہیل عباس ہے,positive,"['ہمارا', 'اصل', 'ہیرو', 'سہیل', 'عباس', 'ہے']"
ھاکی ٹیم ورک گیم ھے,positive,"['ھاکی', 'ٹیم', 'ورک', 'گیم', 'ھے']"
پاکستانی کی ھاکی کی کہانی سہیل عباس سے شروع ھوتی ھے,positive,"['پاکستانی', 'کی', 'ھاکی', 'کی', 'کہانی', 'سہیل', 'عباس', 'سے', 'شروع', 'ھوتی', 'ھے']"
بہت خوب جناب بہت عمدہ جی میاں حمید حسرت,positive,"['بہت', 'خوب', 'جناب', 'بہت', 'عمدہ', 'جی', 'میاں', 'حمید', 'حسرت']"
شیخ مظہر کیا بات ہے کیا بات ہے بہت خوب میرے پیارے بھائی جان,positive,"['شیخ', 'مظہر', 'کیا', 'بات', 'ہے', 'کیا', 'بات', 'ہے', 'بہت', 'خوب', 'میرے', 'پیارے', 'بھائی', 'جان']"
سہل عباس اسلام علیکم آپ کی آواز بہت پیاری ہے میں آپ کی ہر وڈیو دیکھتا ہوں,positive,"['سہل', 'عباس', 'اسلام', 'علیکم', 'آپ', 'کی', 'آواز', 'بہت', 'پیاری', 'ہے', 'میں', 'آپ', 'کی', 'ہر', 'وڈیو', 'دیکھتا', 'ہوں']"
بہت بہت پیاری چوڑی ہے اور بہت خوبصورت ھو دنوں,positive,"['بہت', 'بہت', 'پیاری', 'چوڑی', 'ہے', 'اور', 'بہت', 'خوبصورت', 'ھو', 'دنوں']"
بہترین معیار میں اعلی جناب ایڈمنسہیل عباس کدھر کے ھیں اچھا گاتا ھےسر تال اور لے کے ساتھ گاتا ھے کسی قابل صاحب استاد کا شاگرد لگتا ھے,positive,"['بہترین', 'معیار', 'میں', 'اعلی', 'جناب', 'ایڈمنسہیل', 'عباس', 'کدھر', 'کے', 'ھیں', 'اچھا', 'گاتا', 'ھےسر', 'تال', 'اور', 'لے', 'کے', 'ساتھ', 'گاتا', 'ھے', 'کسی', 'قابل', 'صاحب', 'استاد', 'کا', 'شاگرد', 'لگتا', 'ھے']"
ماشاء اللہ اللہ آپ کی لمبی زندگی عطا کرے,positive,"['ماشاء', 'اللہ', 'اللہ', 'آپ', 'کی', 'لمبی', 'زندگی', 'عطا', 'کرے']"
واہ کیا بات ہے سہیل عباس کی آواز میں کیا جادو ہے لیکن لگتا ہے بشرا ملک کو ڈانس کا بہت شوق ہے,positive,"['واہ', 'کیا', 'بات', 'ہے', 'سہیل', 'عباس', 'کی', 'آواز', 'میں', 'کیا', 'جادو', 'ہے', 'لیکن', 'لگتا', 'ہے', 'بشرا', 'ملک', 'کو', 'ڈانس', 'کا', 'بہت', 'شوق', 'ہے']"
شاھین تیری پرواز سے جلتا ھے زمان,positive,"['شاھین', 'تیری', 'پرواز', 'سے', 'جلتا', 'ھے', 'زمان']"
وہ حسن سردار کا گول کہاں ہے جو اس اکیلے میں سیکنڈ میں کیا وہ ہے آج تک,positive,"['وہ', 'حسن', 'سردار', 'کا', 'گول', 'کہاں', 'ہے', 'جو', 'اس', 'اکیلے', 'میں', 'سیکنڈ', 'میں', 'کیا', 'وہ', 'ہے', 'آج', 'تک']"
سہیل احمد لیجنڈ,positive,"['سہیل', 'احمد', 'لیجنڈ']"
سہیل احمد صاحب لیجنڈ ہیں اللہ تعالیٰ صحت مند زندگی عطا فرمائے آمین,positive,"['سہیل', 'احمد', 'صاحب', 'لیجنڈ', 'ہیں', 'اللہ', 'تعالیٰ', 'صحت', 'مند', 'زندگی', 'عطا', 'فرمائے', 'آمین']"
کچھ رہے یا نہ رہے مگر زبان کا قابو میــــں رہنا بہت ضروری ہے جبکہ کچھ لوگ ہر چیز پر قابو پا لیتے ہیـں سوائے زبان کے,positive,"['کچھ', 'رہے', 'یا', 'نہ', 'رہے', 'مگر', 'زبان', 'کا', 'قابو', 'میــــں', 'رہنا', 'بہت', 'ضروری', 'ہے', 'جبکہ', 'کچھ', 'لوگ', 'ہر', 'چیز', 'پر', 'قابو', 'پا', 'لیتے', 'ہیـں', 'سوائے', 'زبان', 'کے']"
وہ پاکستانيوں کی بیٹی ھے اب,positive,"['وہ', 'پاکستانيوں', 'کی', 'بیٹی', 'ھے', 'اب']"
بڑے اچھے لگتے ہیں,positive,"['بڑے', 'اچھے', 'لگتے', 'ہیں']"
پاکستان خواتین کرکٹ کی طرف سے ثناء میر کو سو وکٹ لینے کا اعزاز حاصل ہے,positive,"['پاکستان', 'خواتین', 'کرکٹ', 'کی', 'طرف', 'سے', 'ثناء', 'میر', 'کو', 'سو', 'وکٹ', 'لینے', 'کا', 'اعزاز', 'حاصل', 'ہے']"
سچ میں یہ بندا بوہت محنتی ہے چکے خانے کے باوجود بھی ہمت نی ہارتا اپنے اپر بھروسہ ہے اور آوٹ بھی کرتا ہے گود,positive,"['سچ', 'میں', 'یہ', 'بندا', 'بوہت', 'محنتی', 'ہے', 'چکے', 'خانے', 'کے', 'باوجود', 'بھی', 'ہمت', 'نی', 'ہارتا', 'اپنے', 'اپر', 'بھروسہ', 'ہے', 'اور', 'آوٹ', 'بھی', 'کرتا', 'ہے', 'گود']"
کیا بات ہے واہ واہ وہ جیو میر سائیں,positive,"['کیا', 'بات', 'ہے', 'واہ', 'واہ', 'وہ', 'جیو', 'میر', 'سائیں']"
مجھے آج پتہ چلا ثناء میر کشمیر کی بیٹی ہے بڑی بات ہے,positive,"['مجھے', 'آج', 'پتہ', 'چلا', 'ثناء', 'میر', 'کشمیر', 'کی', 'بیٹی', 'ہے', 'بڑی', 'بات', 'ہے']"
تنویر بھائی عثمان خان پر ہاتھ ہلکا کریں اگر اسے پاکستان کے نام پر اسکی محبت پر پاکستان کے لیے کھیلنے کو بورڈ نے آمادہ کیا ہے تو یہ چیز بتا رہی ہے وہ لالچی انسان نہیں,positive,"['تنویر', 'بھائی', 'عثمان', 'خان', 'پر', 'ہاتھ', 'ہلکا', 'کریں', 'اگر', 'اسے', 'پاکستان', 'کے', 'نام', 'پر', 'اسکی', 'محبت', 'پر', 'پاکستان', 'کے', 'لیے', 'کھیلنے', 'کو', 'بورڈ', 'نے', 'آمادہ', 'کیا', 'ہے', 'تو', 'یہ', 'چیز', 'بتا', 'رہی', 'ہے', 'وہ', 'لالچی', 'انسان', 'نہیں']"
دل بہت خوش ہوا بابر نے دھلائی لگا کر,positive,"['دل', 'بہت', 'خوش', 'ہوا', 'بابر', 'نے', 'دھلائی', 'لگا', 'کر']"
ھاتھی جب مخالف ٹیم کو بلڈوز کرتاہے تو وہ اس کا سٹائل ہوتا ہے,positive,"['ھاتھی', 'جب', 'مخالف', 'ٹیم', 'کو', 'بلڈوز', 'کرتاہے', 'تو', 'وہ', 'اس', 'کا', 'سٹائل', 'ہوتا', 'ہے']"
ھاتھی پیار سے کہتےہیں اسے جبکہ ھاتھی بڑا پیارا اور معصوم ہوتا ہے,positive,"['ھاتھی', 'پیار', 'سے', 'کہتےہیں', 'اسے', 'جبکہ', 'ھاتھی', 'بڑا', 'پیارا', 'اور', 'معصوم', 'ہوتا', 'ہے']"
انشاء اللہ پرفارم کرے گا ہماری دلی دعا ہے,positive,"['انشاء', 'اللہ', 'پرفارم', 'کرے', 'گا', 'ہماری', 'دلی', 'دعا', 'ہے']"
یہ بہت بڑا کھلاڑی ہیں پاکستان میں ٹیھک ہے,positive,"['یہ', 'بہت', 'بڑا', 'کھلاڑی', 'ہیں', 'پاکستان', 'میں', 'ٹیھک', 'ہے']"
انشاء اللہ عثمان کامیاب ہو گا,positive,"['انشاء', 'اللہ', 'عثمان', 'کامیاب', 'ہو', 'گا']"
جیو عباسی صاحب آج سچے پاکستانی لگے ہے جی,positive,"['جیو', 'عباسی', 'صاحب', 'آج', 'سچے', 'پاکستانی', 'لگے', 'ہے', 'جی']"
ہر کھلاڑی کا ارمان ہوتا ہے کہ وہ اپنے ملک گے لئے کھیلنا چاہتا ہے اس کے لئے فخر کی بات ہوتی ہے,positive,"['ہر', 'کھلاڑی', 'کا', 'ارمان', 'ہوتا', 'ہے', 'کہ', 'وہ', 'اپنے', 'ملک', 'گے', 'لئے', 'کھیلنا', 'چاہتا', 'ہے', 'اس', 'کے', 'لئے', 'فخر', 'کی', 'بات', 'ہوتی', 'ہے']"
میں سعودی عرب میں کرکٹ کھیلتا ہوں اور مجھے فخر ہے میری ٹیم بھ پاکستانی ہے یہاں تک کہ مجھے اندین لڑکے بھی کہتے ہیں ہماری طرف سے کھیلوں لیکن میرا فخر میرا ملک پاکستا ن ہے,positive,"['میں', 'سعودی', 'عرب', 'میں', 'کرکٹ', 'کھیلتا', 'ہوں', 'اور', 'مجھے', 'فخر', 'ہے', 'میری', 'ٹیم', 'بھ', 'پاکستانی', 'ہے', 'یہاں', 'تک', 'کہ', 'مجھے', 'اندین', 'لڑکے', 'بھی', 'کہتے', 'ہیں', 'ہماری', 'طرف', 'سے', 'کھیلوں', 'لیکن', 'میرا', 'فخر', 'میرا', 'ملک', 'پاکستا', 'ن', 'ہے']"
عباسی صاحب اپ بھی لائ لگ ہیں ایک کرکٹر کا خواب ہوتا ہے کہ وہ اپنے ملک کے لیے کھیلے کیوں اپ لو گ فضول باتیں کرتے ہیں,positive,"['عباسی', 'صاحب', 'اپ', 'بھی', 'لائ', 'لگ', 'ہیں', 'ایک', 'کرکٹر', 'کا', 'خواب', 'ہوتا', 'ہے', 'کہ', 'وہ', 'اپنے', 'ملک', 'کے', 'لیے', 'کھیلے', 'کیوں', 'اپ', 'لو', 'گ', 'فضول', 'باتیں', 'کرتے', 'ہیں']"
عثمان خان نے اچھا فصیلہ کیا ہے پاکستان سے کھلنے کا,positive,"['عثمان', 'خان', 'نے', 'اچھا', 'فصیلہ', 'کیا', 'ہے', 'پاکستان', 'سے', 'کھلنے', 'کا']"
عثمان خان نگر پاکستان کی قومی ٹیم میں کھیلے پاکستان کی ٹیم مضبوط ہو جائے گی,positive,"['عثمان', 'خان', 'نگر', 'پاکستان', 'کی', 'قومی', 'ٹیم', 'میں', 'کھیلے', 'پاکستان', 'کی', 'ٹیم', 'مضبوط', 'ہو', 'جائے', 'گی']"
عثمان خان کا ہونا پاکستان کی ٹیم کا بڑا فائدہ ہے جو کیونکہ عثمان خان بابر اعظم سے بھی اچھا پلیر ہے عثمان خان کا ٹیم میں ہونا پاکستان کا بہت بڑا فائدہ ہوگا,positive,"['عثمان', 'خان', 'کا', 'ہونا', 'پاکستان', 'کی', 'ٹیم', 'کا', 'بڑا', 'فائدہ', 'ہے', 'جو', 'کیونکہ', 'عثمان', 'خان', 'بابر', 'اعظم', 'سے', 'بھی', 'اچھا', 'پلیر', 'ہے', 'عثمان', 'خان', 'کا', 'ٹیم', 'میں', 'ہونا', 'پاکستان', 'کا', 'بہت', 'بڑا', 'فائدہ', 'ہوگا']"
محمد عامر کو ضرور شامل کرنا چاہییے پاکستانی ٹیم میں,positive,"['محمد', 'عامر', 'کو', 'ضرور', 'شامل', 'کرنا', 'چاہییے', 'پاکستانی', 'ٹیم', 'میں']"
لو کر لو بات محسن نقوی نے ٹانگ اڑا ہی دی,positive,"['لو', 'کر', 'لو', 'بات', 'محسن', 'نقوی', 'نے', 'ٹانگ', 'اڑا', 'ہی', 'دی']"
محمد عامر کو بھی ٹیم میں شامل ہونا چاہیے,positive,"['محمد', 'عامر', 'کو', 'بھی', 'ٹیم', 'میں', 'شامل', 'ہونا', 'چاہیے']"
بابر اعظم کو اللہ نے عزت دی ہے جس کو اللہ عزت دیتا ہے پھر شاید آفریدی شیعب ملک عاقب جاوید معین خاں عامرطلب انسان کیا چیز ہوتی ہیں وی لو بابر اعظم ہمیشہ,positive,"['بابر', 'اعظم', 'کو', 'اللہ', 'نے', 'عزت', 'دی', 'ہے', 'جس', 'کو', 'اللہ', 'عزت', 'دیتا', 'ہے', 'پھر', 'شاید', 'آفریدی', 'شیعب', 'ملک', 'عاقب', 'جاوید', 'معین', 'خاں', 'عامرطلب', 'انسان', 'کیا', 'چیز', 'ہوتی', 'ہیں', 'وی', 'لو', 'بابر', 'اعظم', 'ہمیشہ']"
